0,0.4101435817
1,0.2295306808
2,0.0851775127
3,0.0480605758
4,0.0330595043
5,0.0231159369
6,0.0185441817
7,0.0144153154
8,0.0119437103
9,0.0104007429
10,0.0084720337
11,0.0079434245
13,0.006357597
12,0.0062004429
14,0.0053432388
15,0.0045717551
16,0.0040574327
17,0.0035859704
18,0.00350025
19,0.0031859419
20,0.0027430531
21,0.0024001714
22,0.002371598
26,0.0022001572
23,0.0021715837
24,0.0020715765
25,0.0019572827
28,0.0019001357
27,0.0017001214
31,0.0014858204
29,0.0013429531
30,0.0013286663
38,0.0012858061
33,0.0012429459
35,0.0011715123
34,0.0010715051
32,0.0010429316
36,0.0010429316
37,0.0009857847
41,0.000971498
39,0.0008429174
40,0.0008286306
44,0.0007857704
42,0.0007571969
43,0.00070005
47,0.0005714694
45,0.0005571827
49,0.0005571827
51,0.0005428959
46,0.0005428959
52,0.0005286092
53,0.0005000357
58,0.0005000357
54,0.000485749
48,0.000485749
66,0.0004571755
201,0.0004428888
57,0.000428602
61,0.0004000286
56,0.0003857418
60,0.0003857418
55,0.0003857418
64,0.0003571684
71,0.0003428816
59,0.0003428816
65,0.0003428816
63,0.0003285949
50,0.0003143082
72,0.0003143082
62,0.0003000214
77,0.0003000214
78,0.0003000214
67,0.0003000214
70,0.0002857347
68,0.000271448
85,0.000271448
76,0.0002571612
83,0.0002571612
69,0.0002428745
74,0.0002285878
94,0.0002285878
200,0.0002285878
91,0.0002285878
87,0.000214301
75,0.000214301
79,0.000214301
90,0.0002000143
101,0.0002000143
80,0.0002000143
95,0.0001857276
82,0.0001857276
73,0.0001714408
92,0.0001714408
108,0.0001714408
98,0.0001571541
88,0.0001571541
184,0.0001571541
133,0.0001571541
84,0.0001428673
103,0.0001428673
137,0.0001428673
93,0.0001428673
99,0.0001428673
123,0.0001428673
116,0.0001285806
125,0.0001285806
96,0.0001285806
178,0.0001285806
104,0.0001142939
105,0.0001142939
126,0.0001142939
141,0.0001142939
152,0.0001142939
154,0.0001142939
81,0.0001142939
128,0.0001142939
135,0.0001142939
171,0.0001142939
102,0.0001142939
110,0.0001142939
122,0.0001142939
199,0.0001142939
107,0.0001000071
111,0.0001000071
117,0.0001000071
118,0.0001000071
119,0.0001000071
131,0.0001000071
142,0.0001000071
100,0.0001000071
109,0.0001000071
86,8.57204086006143E-05
138,8.57204086006143E-05
146,8.57204086006143E-05
124,8.57204086006143E-05
132,8.57204086006143E-05
140,8.57204086006143E-05
155,8.57204086006143E-05
193,8.57204086006143E-05
89,8.57204086006143E-05
112,8.57204086006143E-05
136,8.57204086006143E-05
164,8.57204086006143E-05
106,7.14336738338453E-05
121,7.14336738338453E-05
129,7.14336738338453E-05
143,7.14336738338453E-05
151,7.14336738338453E-05
162,7.14336738338453E-05
190,7.14336738338453E-05
97,7.14336738338453E-05
115,7.14336738338453E-05
149,7.14336738338453E-05
181,7.14336738338453E-05
134,7.14336738338453E-05
144,7.14336738338453E-05
150,7.14336738338453E-05
153,7.14336738338453E-05
195,7.14336738338453E-05
160,5.71469390670762E-05
161,5.71469390670762E-05
170,5.71469390670762E-05
113,5.71469390670762E-05
148,5.71469390670762E-05
192,5.71469390670762E-05
196,5.71469390670762E-05
145,5.71469390670762E-05
168,5.71469390670762E-05
189,5.71469390670762E-05
114,5.71469390670762E-05
127,5.71469390670762E-05
156,5.71469390670762E-05
157,5.71469390670762E-05
179,5.71469390670762E-05
191,5.71469390670762E-05
197,5.71469390670762E-05
400,5.71469390670762E-05
401,5.71469390670762E-05
166,4.28602043003072E-05
172,4.28602043003072E-05
194,4.28602043003072E-05
130,4.28602043003072E-05
198,4.28602043003072E-05
217,4.28602043003072E-05
139,4.28602043003072E-05
158,4.28602043003072E-05
176,4.28602043003072E-05
186,4.28602043003072E-05
120,4.28602043003072E-05
159,4.28602043003072E-05
165,4.28602043003072E-05
167,4.28602043003072E-05
175,4.28602043003072E-05
182,2.85734695335381E-05
185,2.85734695335381E-05
207,2.85734695335381E-05
226,2.85734695335381E-05
163,2.85734695335381E-05
177,2.85734695335381E-05
188,2.85734695335381E-05
203,2.85734695335381E-05
205,2.85734695335381E-05
225,2.85734695335381E-05
254,2.85734695335381E-05
147,2.85734695335381E-05
180,2.85734695335381E-05
202,2.85734695335381E-05
208,2.85734695335381E-05
231,2.85734695335381E-05
341,2.85734695335381E-05
174,2.85734695335381E-05
183,2.85734695335381E-05
233,2.85734695335381E-05
313,2.85734695335381E-05
329,2.85734695335381E-05
342,2.85734695335381E-05
187,1.42867347667691E-05
210,1.42867347667691E-05
211,1.42867347667691E-05
220,1.42867347667691E-05
222,1.42867347667691E-05
238,1.42867347667691E-05
252,1.42867347667691E-05
261,1.42867347667691E-05
262,1.42867347667691E-05
267,1.42867347667691E-05
269,1.42867347667691E-05
304,1.42867347667691E-05
336,1.42867347667691E-05
353,1.42867347667691E-05
356,1.42867347667691E-05
173,1.42867347667691E-05
232,1.42867347667691E-05
253,1.42867347667691E-05
258,1.42867347667691E-05
272,1.42867347667691E-05
286,1.42867347667691E-05
325,1.42867347667691E-05
387,1.42867347667691E-05
398,1.42867347667691E-05
426,1.42867347667691E-05
229,1.42867347667691E-05
